"codigo_departamento","departamento","codigo_municipio","municipio","ano","area","total"
"05","Antioquia","05001","Medellín",2024,"cabecera_municipal",2574994
"05","Antioquia","05001","Medellín",2024,"centros_poblados_y_rural_disperso",41341
"05","Antioquia","05001","Medellín",2024,"total",2616335
"05","Antioquia","05002","Abejorral",2024,"cabecera_municipal",9248
"05","Antioquia","05002","Abejorral",2024,"centros_poblados_y_rural_disperso",12220
"05","Antioquia","05002","Abejorral",2024,"total",21468
"05","Antioquia","05004","Abriaquí",2024,"cabecera_municipal",999
"05","Antioquia","05004","Abriaquí",2024,"centros_poblados_y_rural_disperso",1856
"05","Antioquia","05004","Abriaquí",2024,"total",2855
"05","Antioquia","05021","Alejandría",2024,"cabecera_municipal",2932
"05","Antioquia","05021","Alejandría",2024,"centros_poblados_y_rural_disperso",2023
"05","Antioquia","05021","Alejandría",2024,"total",4955
"05","Antioquia","05030","Amagá",2024,"cabecera_municipal",16924
"05","Antioquia","05030","Amagá",2024,"centros_poblados_y_rural_disperso",15488
"05","Antioquia","05030","Amagá",2024,"total",32412
"05","Antioquia","05031","Amalfi",2024,"cabecera_municipal",16865
"05","Antioquia","05031","Amalfi",2024,"centros_poblados_y_rural_disperso",10981
"05","Antioquia","05031","Amalfi",2024,"total",27846
"05","Antioquia","05034","Andes",2024,"cabecera_municipal",24037
"05","Antioquia","05034","Andes",2024,"centros_poblados_y_rural_disperso",22146
"05","Antioquia","05034","Andes",2024,"total",46183
"05","Antioquia","05036","Angelópolis",2024,"cabecera_municipal",2675
"05","Antioquia","05036","Angelópolis",2024,"centros_poblados_y_rural_disperso",3434
"05","Antioquia","05036","Angelópolis",2024,"total",6109
"05","Antioquia","05038","Angostura",2024,"cabecera_municipal",3385
"05","Antioquia","05038","Angostura",2024,"centros_poblados_y_rural_disperso",8736
"05","Antioquia","05038","Angostura",2024,"total",12121
"05","Antioquia","05040","Anorí",2024,"cabecera_municipal",9334
"05","Antioquia","05040","Anorí",2024,"centros_poblados_y_rural_disperso",10341
"05","Antioquia","05040","Anorí",2024,"total",19675
"05","Antioquia","05042","Santafé de Antioquia",2024,"cabecera_municipal",18957
"05","Antioquia","05042","Santafé de Antioquia",2024,"centros_poblados_y_rural_disperso",9092
"05","Antioquia","05042","Santafé de Antioquia",2024,"total",28049
"05","Antioquia","05044","Anzá",2024,"cabecera_municipal",1778
"05","Antioquia","05044","Anzá",2024,"centros_poblados_y_rural_disperso",5705
"05","Antioquia","05044","Anzá",2024,"total",7483
"05","Antioquia","05045","Apartadó",2024,"cabecera_municipal",111893
"05","Antioquia","05045","Apartadó",2024,"centros_poblados_y_rural_disperso",19529
"05","Antioquia","05045","Apartadó",2024,"total",131422
"05","Antioquia","05051","Arboletes",2024,"cabecera_municipal",12417
"05","Antioquia","05051","Arboletes",2024,"centros_poblados_y_rural_disperso",19775
"05","Antioquia","05051","Arboletes",2024,"total",32192
"05","Antioquia","05055","Argelia",2024,"cabecera_municipal",4056
"05","Antioquia","05055","Argelia",2024,"centros_poblados_y_rural_disperso",3968
"05","Antioquia","05055","Argelia",2024,"total",8024
"05","Antioquia","05059","Armenia",2024,"cabecera_municipal",2126
"05","Antioquia","05059","Armenia",2024,"centros_poblados_y_rural_disperso",3278
"05","Antioquia","05059","Armenia",2024,"total",5404
"05","Antioquia","05079","Barbosa",2024,"cabecera_municipal",26808
"05","Antioquia","05079","Barbosa",2024,"centros_poblados_y_rural_disperso",29295
"05","Antioquia","05079","Barbosa",2024,"total",56103
"05","Antioquia","05086","Belmira",2024,"cabecera_municipal",2066
"05","Antioquia","05086","Belmira",2024,"centros_poblados_y_rural_disperso",4339
